trade_id,date,symbol,side,engine,score,c_rsi,c_vwap_evt,c_trend,strike,entry_price,exit_price,exit_reason,exit_min,armed,mfe_pct,mins_to_first_uptick,pnl
2026-06-18_IWM_C_1045,2026-06-18,IWM,C,scout,45,True,True,False,294.0,0.66,0.83,trail,17.0,True,59.1,1.0,17.0
2026-06-18_SPY_P_1045,2026-06-18,SPY,P,scout,50,True,False,True,746.0,1.51,1.3,timestop,16.0,False,-0.7,,-21.0
2026-06-18_IWM_P_1100,2026-06-18,IWM,P,scout,50,True,False,True,294.0,0.79,0.77,trail,9.9,True,20.3,1.0,-2.0
2026-06-18_SPY_P_1100,2026-06-18,SPY,P,scout,50,True,False,True,746.0,1.25,1.18,trail,10.0,True,11.2,1.0,-7.0
2026-06-18_AMZN_C_1115,2026-06-18,AMZN,C,prime,50,,,,242.5,0.7,0.65,trail,3.0,True,14.3,1.0,-5.0
2026-06-18_IWM_P_1115,2026-06-18,IWM,P,scout,50,True,False,True,293.0,0.55,0.44,trail,12.0,True,16.4,1.0,-11.0
2026-06-18_QQQ_C_1115,2026-06-18,QQQ,C,scout,45,False,False,True,739.0,1.65,1.19,timestop,15.0,False,-1.2,,-46.0
2026-06-18_SPY_P_1115,2026-06-18,SPY,P,scout,50,True,False,True,746.0,1.32,1.3,trail,12.0,True,22.7,1.0,-2.0
2026-06-18_QQQ_C_1130,2026-06-18,QQQ,C,scout,45,False,False,True,737.0,2.25,1.13,timestop,16.0,False,-0.9,,-112.0
2026-06-18_SPY_P_1130,2026-06-18,SPY,P,scout,70,True,True,True,745.0,1.11,1.46,trail,9.0,True,58.6,1.0,35.0
2026-06-18_IWM_P_1145,2026-06-18,IWM,P,scout,45,True,False,True,293.0,0.54,0.42,trail,7.0,True,11.1,1.0,-12.0
2026-06-18_QQQ_C_1145,2026-06-18,QQQ,C,scout,65,True,False,True,736.0,1.71,3.42,window_end,27.9,True,114.0,2.0,171.0
2026-06-18_IWM_C_1200,2026-06-18,IWM,C,scout,45,True,False,False,294.0,0.74,0.64,timestop,16.0,False,6.8,5.0,-10.0
2026-06-18_QQQ_C_1200,2026-06-18,QQQ,C,scout,45,False,False,True,739.0,1.62,1.19,timestop,15.0,False,-1.2,,-43.0
2026-06-18_SPY_C_1215,2026-06-18,SPY,C,scout,55,True,False,False,747.0,0.69,0.76,trail,9.0,True,30.4,2.0,7.0
2026-06-18_SPY_C_1230,2026-06-18,SPY,C,scout,45,True,False,False,747.0,0.82,0.91,trail,16.0,True,32.9,7.0,9.0
2026-06-22_AAPL_C_1015,2026-06-22,AAPL,C,prime,65,,,,302.5,3.35,2.81,timestop,15.0,False,-4.5,,-54.0
2026-06-22_AMZN_P_1015,2026-06-22,AMZN,P,prime,60,,,,237.5,3.85,4.75,window_end,27.3,True,32.5,3.0,90.0
2026-06-22_IWM_C_1015,2026-06-22,IWM,C,scout,45,False,False,True,299.0,0.46,0.21,timestop,16.0,False,-4.3,,-25.0
2026-06-22_QQQ_C_1030,2026-06-22,QQQ,C,scout,50,True,False,True,741.0,1.91,1.78,trail,8.0,True,11.5,5.0,-13.0
2026-06-22_TSLA_C_1030,2026-06-22,TSLA,C,prime,55,,,,410.0,9.0,8.05,timestop,15.1,False,2.2,5.1,-95.0
2026-06-22_SPY_P_1100,2026-06-22,SPY,P,scout,45,False,False,True,744.0,1.17,1.22,trail,11.0,True,32.5,5.0,5.0
2026-06-22_SPY_P_1115,2026-06-22,SPY,P,scout,45,False,False,True,744.0,1.31,1.14,timestop,16.0,False,9.9,4.0,-17.0
2026-06-22_SPY_P_1130,2026-06-22,SPY,P,scout,45,False,False,True,744.0,1.23,0.59,timestop,16.0,False,-0.8,,-64.0
2026-06-22_IWM_C_1145,2026-06-22,IWM,C,scout,80,False,True,True,298.0,0.72,0.36,timestop,16.0,False,-1.4,,-36.0
2026-06-22_SPY_P_1145,2026-06-22,SPY,P,scout,55,True,False,True,745.0,0.77,1.38,trail,5.0,True,111.7,1.0,61.0
2026-06-22_SPY_P_1200,2026-06-22,SPY,P,scout,45,False,False,True,744.0,1.01,1.18,trail,8.0,True,42.6,1.0,17.0
2026-06-22_IWM_C_1215,2026-06-22,IWM,C,scout,60,False,False,True,298.0,0.38,0.34,trail,7.1,True,28.9,4.1,-4.0
2026-06-23_QQQ_P_1015,2026-06-23,QQQ,P,scout,55,False,False,True,722.0,3.1,2.88,trail,21.0,True,23.2,12.0,-22.0
2026-06-23_QQQ_P_1030,2026-06-23,QQQ,P,scout,45,False,False,True,722.0,3.26,2.88,trail,6.0,True,17.2,1.0,-38.0
2026-06-23_SPY_P_1030,2026-06-23,SPY,P,scout,45,False,False,True,738.0,1.79,1.68,trail,6.0,True,12.8,1.0,-11.0
2026-06-23_QQQ_P_1045,2026-06-23,QQQ,P,scout,60,False,False,True,719.0,2.85,2.66,trail,16.0,True,12.3,1.0,-19.0
2026-06-23_SPY_P_1045,2026-06-23,SPY,P,scout,45,False,False,True,737.0,1.92,1.83,timestop,16.0,False,6.2,1.0,-9.0
2026-06-23_QQQ_P_1100,2026-06-23,QQQ,P,scout,60,False,False,True,718.0,2.33,3.85,window_end,28.0,True,65.2,2.0,152.0
2026-06-23_SPY_P_1100,2026-06-23,SPY,P,scout,60,False,False,True,737.0,1.84,3.24,window_end,28.0,True,76.1,2.0,140.0
2026-06-23_SPY_P_1115,2026-06-23,SPY,P,scout,80,False,True,True,736.0,1.85,2.09,trail,16.0,True,39.5,1.0,24.0
2026-06-23_IWM_C_1300,2026-06-23,IWM,C,scout,55,True,False,True,298.0,0.22,0.18,trail,17.0,True,13.6,11.0,-4.0
2026-06-23_IWM_C_1315,2026-06-23,IWM,C,scout,55,True,False,True,298.0,0.26,0.27,trail,10.0,True,23.1,7.0,1.0
2026-06-23_IWM_C_1330,2026-06-23,IWM,C,scout,55,True,False,True,298.0,0.19,0.18,trail,6.9,True,21.1,3.9,-1.0
2026-06-23_IWM_C_1345,2026-06-23,IWM,C,scout,55,True,False,True,297.0,0.42,0.21,timestop,15.0,False,-4.8,,-21.0
2026-06-24_GOOGL_C_1000,2026-06-24,GOOGL,C,prime,65,,,,352.5,3.5,2.98,timestop,15.7,False,-1.4,,-52.0
2026-06-24_NVDA_P_1000,2026-06-24,NVDA,P,prime,55,,,,200.0,2.65,2.76,trail,25.0,True,24.5,3.0,11.0
2026-06-24_IWM_P_1015,2026-06-24,IWM,P,scout,70,True,False,True,296.0,0.95,0.33,timestop,16.0,False,8.4,1.0,-62.0
2026-06-24_QQQ_P_1015,2026-06-24,QQQ,P,scout,45,False,False,True,714.0,3.85,3.76,trail,6.0,True,19.2,1.0,-9.0
2026-06-24_SPY_P_1015,2026-06-24,SPY,P,scout,60,False,False,True,735.0,1.98,1.02,timestop,16.0,False,8.6,1.0,-96.0
2026-06-24_QQQ_C_1030,2026-06-24,QQQ,C,scout,45,True,True,False,716.0,3.32,3.72,trail,24.0,True,40.4,1.0,40.0
2026-06-24_SPY_P_1030,2026-06-24,SPY,P,scout,50,True,False,True,736.0,1.39,1.12,trail,14.0,True,21.6,2.0,-27.0
2026-06-24_QQQ_P_1045,2026-06-24,QQQ,P,scout,50,True,False,True,717.0,2.9,1.63,timestop,16.0,False,-0.3,,-127.0
2026-06-24_IWM_C_1100,2026-06-24,IWM,C,scout,45,False,False,True,300.0,0.39,0.4,trail,24.0,True,43.6,1.0,1.0
2026-06-24_IWM_C_1115,2026-06-24,IWM,C,scout,45,False,False,True,300.0,0.4,0.4,trail,9.0,True,40.0,1.0,0.0
2026-06-24_QQQ_P_1115,2026-06-24,QQQ,P,scout,50,True,False,True,716.0,2.18,2.48,trail,11.0,True,34.4,6.0,30.0
2026-06-24_IWM_C_1130,2026-06-24,IWM,C,scout,45,False,False,True,300.0,0.51,0.27,timestop,16.0,False,-2.0,,-24.0
2026-06-24_QQQ_P_1130,2026-06-24,QQQ,P,scout,50,True,False,True,717.0,2.09,2.19,trail,5.1,True,29.2,1.0,10.0
2026-06-24_QQQ_P_1200,2026-06-24,QQQ,P,scout,50,True,False,True,716.0,2.13,1.88,trail,10.0,True,16.4,1.0,-25.0
2026-06-24_SPY_P_1345,2026-06-24,SPY,P,scout,45,False,False,True,731.0,1.23,0.82,timestop,16.0,False,-0.8,,-41.0
2026-06-24_SPY_P_1400,2026-06-24,SPY,P,scout,45,False,False,True,731.0,1.06,0.44,timestop,15.0,False,-1.9,,-62.0
2026-06-24_GOOGL_P_1445,2026-06-24,GOOGL,P,prime,70,,,,342.5,3.75,3.6,trail,20.8,True,16.0,1.0,-15.0
2026-06-25_AVGO_P_1000,2026-06-25,AVGO,P,prime,70,,,,372.5,5.9,3.05,timestop,15.9,False,-13.6,,-285.0
2026-06-25_META_P_1000,2026-06-25,META,P,prime,55,,,,545.0,5.2,3.25,timestop,16.0,False,-5.8,,-195.0
2026-06-25_TSLA_P_1000,2026-06-25,TSLA,P,prime,45,,,,370.0,3.85,2.64,timestop,16.0,False,-1.3,,-121.0
2026-06-25_IWM_C_1015,2026-06-25,IWM,C,scout,60,False,True,True,300.0,0.93,1.14,trail,7.0,True,51.6,4.0,21.0
2026-06-25_QQQ_P_1015,2026-06-25,QQQ,P,scout,45,True,False,True,711.0,4.04,3.19,trail,4.0,True,10.9,1.0,-85.0
2026-06-25_SPY_C_1015,2026-06-25,SPY,C,scout,55,True,True,False,735.0,1.84,2.44,trail,7.0,True,63.0,2.0,60.0
2026-06-25_IWM_C_1045,2026-06-25,IWM,C,scout,45,False,False,True,301.0,0.59,0.99,trail,9.9,True,100.0,3.0,40.0
2026-06-25_IWM_C_1100,2026-06-25,IWM,C,scout,45,False,False,True,301.0,0.72,0.16,timestop,15.0,False,-2.8,,-56.0
2026-06-25_SPY_P_1100,2026-06-25,SPY,P,scout,50,True,False,True,735.0,1.91,3.01,trail,18.0,True,94.8,5.0,110.0
2026-06-25_IWM_C_1115,2026-06-25,IWM,C,scout,55,True,False,True,299.0,0.74,0.81,trail,5.0,True,35.1,2.0,7.0
2026-06-25_SPY_P_1115,2026-06-25,SPY,P,scout,55,True,True,True,732.0,2.11,1.01,timestop,16.0,False,-0.9,,-110.0
2026-06-25_SPY_P_1400,2026-06-25,SPY,P,scout,55,True,False,True,733.0,1.18,1.9,trail,4.0,True,91.5,2.0,72.0
2026-06-26_QQQ_P_1015,2026-06-26,QQQ,P,scout,65,True,False,True,712.0,3.04,2.53,trail,5.0,True,18.1,1.0,-51.0
2026-06-26_TSLA_C_1015,2026-06-26,TSLA,C,prime,70,,,,377.5,2.45,2.2,timestop,16.0,False,1.6,13.0,-25.0
2026-06-26_QQQ_P_1030,2026-06-26,QQQ,P,scout,55,True,False,True,712.0,2.91,3.72,trail,11.0,True,50.9,1.0,81.0
2026-06-26_IWM_C_1045,2026-06-26,IWM,C,scout,45,True,False,True,299.0,0.66,0.55,trail,7.0,True,24.2,1.0,-11.0
2026-06-26_QQQ_P_1045,2026-06-26,QQQ,P,scout,45,False,False,True,710.0,2.9,2.31,timestop,16.0,False,-0.7,,-59.0
2026-06-26_IWM_C_1100,2026-06-26,IWM,C,scout,55,True,False,True,299.0,0.53,0.35,timestop,15.0,False,9.4,1.0,-18.0
2026-06-26_QQQ_P_1100,2026-06-26,QQQ,P,scout,45,False,False,True,710.0,2.4,2.21,trail,9.0,True,15.8,5.0,-19.0
2026-06-26_IWM_C_1115,2026-06-26,IWM,C,scout,55,True,False,True,298.0,0.79,1.52,trail,16.9,True,131.6,1.0,73.0
2026-06-26_IWM_C_1130,2026-06-26,IWM,C,scout,45,False,False,True,300.0,0.53,0.47,trail,16.0,True,24.5,7.0,-6.0
2026-06-29_TSLA_C_1000,2026-06-29,TSLA,C,prime,50,,,,392.5,8.0,7.9,trail,4.5,True,17.5,0.9,-10.0
2026-06-29_IWM_P_1015,2026-06-29,IWM,P,scout,45,False,False,True,294.0,0.74,0.16,timestop,15.9,False,1.4,1.0,-58.0
2026-06-29_QQQ_P_1015,2026-06-29,QQQ,P,scout,55,False,False,True,706.0,3.36,2.86,trail,4.0,True,18.8,1.0,-50.0
2026-06-29_QQQ_P_1030,2026-06-29,QQQ,P,scout,45,True,False,True,711.0,2.27,2.11,trail,19.0,True,24.7,2.0,-16.0
2026-06-29_SPY_C_1030,2026-06-29,SPY,C,scout,45,True,False,False,737.0,1.59,1.45,trail,15.0,True,20.1,3.0,-14.0
2026-06-29_QQQ_C_1045,2026-06-29,QQQ,C,scout,45,True,True,False,713.0,2.27,3.7,trail,25.8,True,93.8,4.0,143.0
2026-06-29_SPY_C_1045,2026-06-29,SPY,C,scout,80,False,True,True,738.0,0.98,1.15,trail,12.0,True,51.0,5.0,17.0
2026-06-29_SPY_C_1100,2026-06-29,SPY,C,scout,60,False,False,True,738.0,1.26,1.13,timestop,15.0,False,-0.8,,-13.0
2026-06-29_IWM_P_1115,2026-06-29,IWM,P,scout,45,False,False,True,295.0,0.39,0.52,trail,12.0,True,69.2,1.0,13.0
2026-06-29_SPY_C_1115,2026-06-29,SPY,C,scout,60,False,False,True,738.0,1.14,1.12,timestop,15.0,False,0.0,,-2.0
2026-06-29_IWM_P_1130,2026-06-29,IWM,P,scout,45,False,False,True,295.0,0.39,0.22,timestop,16.0,False,-2.6,,-17.0
2026-06-29_QQQ_C_1145,2026-06-29,QQQ,C,scout,45,False,False,True,719.0,1.39,1.81,trail,26.0,True,55.4,2.0,42.0
2026-06-29_QQQ_C_1200,2026-06-29,QQQ,C,scout,45,False,False,True,719.0,1.93,1.81,trail,11.0,True,11.9,1.0,-12.0
2026-06-29_QQQ_C_1215,2026-06-29,QQQ,C,scout,45,False,False,True,720.0,1.58,1.52,trail,11.0,True,20.9,1.0,-6.0
2026-06-29_IWM_C_1315,2026-06-29,IWM,C,scout,65,True,True,False,298.0,0.48,0.29,timestop,15.0,False,-4.2,,-19.0
2026-06-29_IWM_C_1330,2026-06-29,IWM,C,scout,45,True,False,False,298.0,0.3,0.29,trail,2.0,True,20.0,1.0,-1.0
2026-06-29_IWM_C_1345,2026-06-29,IWM,C,scout,45,True,False,False,298.0,0.31,0.38,trail,10.0,True,45.2,2.0,7.0
2026-06-29_IWM_C_1400,2026-06-29,IWM,C,scout,45,True,False,False,298.0,0.33,0.4,trail,11.0,True,54.5,1.0,7.0
2026-06-30_META_P_1000,2026-06-30,META,P,prime,55,,,,555.0,7.2,6.45,timestop,15.2,False,-7.6,,-75.0
2026-06-30_IWM_C_1015,2026-06-30,IWM,C,scout,45,False,False,True,300.0,0.75,0.82,timestop,16.0,False,9.3,8.0,7.0
2026-06-30_NVDA_C_1015,2026-06-30,NVDA,C,prime,65,,,,197.5,2.49,2.69,window_end,28.0,True,20.5,1.1,20.0
2026-06-30_QQQ_C_1015,2026-06-30,QQQ,C,scout,55,False,False,True,732.0,2.41,2.6,trail,23.0,True,33.6,2.0,19.0
2026-06-30_IWM_C_1030,2026-06-30,IWM,C,scout,45,False,False,True,301.0,0.36,0.2,timestop,15.0,False,0.0,,-16.0
2026-06-30_QQQ_C_1030,2026-06-30,QQQ,C,scout,45,False,False,True,733.0,2.49,1.6,timestop,16.0,False,3.2,4.0,-89.0
2026-06-30_IWM_C_1045,2026-06-30,IWM,C,scout,45,False,False,True,300.0,0.53,0.33,timestop,15.0,False,-1.9,,-20.0
2026-06-30_QQQ_C_1045,2026-06-30,QQQ,C,scout,45,False,False,True,734.0,1.38,1.16,timestop,16.0,False,-0.7,,-22.0
2026-07-01_IWM_C_1015,2026-07-01,IWM,C,scout,55,False,False,True,303.0,0.3,0.35,trail,8.0,True,40.0,4.0,5.0
2026-07-01_TSLA_C_1015,2026-07-01,TSLA,C,prime,45,,,,427.5,5.95,5.5,timestop,16.0,False,2.5,11.0,-45.0
2026-07-01_IWM_C_1115,2026-07-01,IWM,C,scout,45,False,False,True,302.0,0.6,0.79,trail,19.0,True,71.7,2.0,19.0
2026-07-01_SPY_C_1115,2026-07-01,SPY,C,scout,45,False,False,True,749.0,0.71,0.99,trail,17.0,True,66.2,2.0,28.0
2026-07-01_IWM_C_1130,2026-07-01,IWM,C,scout,45,False,False,True,303.0,0.38,0.3,trail,4.0,True,15.8,1.0,-8.0
2026-07-01_SPY_C_1130,2026-07-01,SPY,C,scout,45,False,False,True,750.0,0.58,0.44,timestop,16.0,False,6.9,1.0,-14.0
2026-07-01_SPY_C_1145,2026-07-01,SPY,C,scout,45,False,False,True,749.0,0.9,0.85,timestop,16.0,False,-1.1,,-5.0
2026-07-02_AAPL_C_1000,2026-07-02,AAPL,C,prime,65,,,,305.0,0.54,0.59,trail,10.0,True,33.3,1.0,5.0
2026-07-02_SPY_C_1015,2026-07-02,SPY,C,scout,45,False,False,True,751.0,1.17,0.67,timestop,16.0,False,-1.7,,-50.0
2026-07-02_MSFT_C_1030,2026-07-02,MSFT,C,prime,65,,,,390.0,1.72,1.68,trail,9.0,True,17.4,1.0,-4.0
2026-07-02_QQQ_P_1030,2026-07-02,QQQ,P,scout,90,False,True,True,722.0,2.67,2.57,trail,6.0,True,21.7,2.0,-10.0
2026-07-02_SPY_C_1030,2026-07-02,SPY,C,scout,50,True,False,True,748.0,1.92,1.82,trail,4.0,True,15.6,1.0,-10.0
2026-07-02_AMZN_C_1045,2026-07-02,AMZN,C,prime,95,,,,247.5,0.37,0.27,trail,3.1,True,10.8,1.0,-10.0
2026-07-02_QQQ_P_1045,2026-07-02,QQQ,P,scout,55,False,False,True,719.0,3.0,2.68,trail,4.0,True,16.7,3.0,-32.0
2026-07-02_QQQ_P_1100,2026-07-02,QQQ,P,scout,45,False,False,True,719.0,2.26,4.08,trail,9.0,True,131.9,1.0,182.0
2026-07-02_SPY_C_1100,2026-07-02,SPY,C,scout,50,True,False,True,748.0,1.35,0.53,timestop,16.0,False,-0.7,,-82.0
2026-07-02_IWM_P_1115,2026-07-02,IWM,P,scout,45,False,False,True,297.0,0.68,0.79,trail,5.0,True,36.8,1.0,11.0
2026-07-02_QQQ_P_1115,2026-07-02,QQQ,P,scout,45,False,False,True,716.0,2.73,2.76,trail,8.0,True,19.4,1.0,3.0
2026-07-02_IWM_P_1130,2026-07-02,IWM,P,scout,45,False,False,True,297.0,0.54,0.35,timestop,15.9,False,-1.9,,-19.0
2026-07-02_IWM_P_1145,2026-07-02,IWM,P,scout,45,False,False,True,298.0,0.63,0.87,trail,13.1,True,65.1,1.0,24.0
2026-07-02_IWM_P_1200,2026-07-02,IWM,P,scout,45,False,False,True,297.0,0.5,0.52,trail,4.0,True,30.0,1.0,2.0
2026-07-02_IWM_P_1215,2026-07-02,IWM,P,scout,45,False,False,True,297.0,0.48,0.99,trail,24.0,True,152.1,2.1,51.0
2026-07-02_SPY_P_1300,2026-07-02,SPY,P,scout,45,False,False,True,742.0,1.3,1.44,trail,6.0,True,52.3,1.0,14.0
2026-07-02_SPY_P_1315,2026-07-02,SPY,P,scout,45,False,False,True,741.0,0.98,0.96,trail,14.0,True,15.3,4.0,-2.0
2026-07-02_SPY_P_1330,2026-07-02,SPY,P,scout,45,False,False,True,741.0,0.94,1.08,trail,13.0,True,37.2,4.0,14.0
2026-07-02_AMZN_P_1345,2026-07-02,AMZN,P,prime,65,,,,242.5,0.32,0.25,timestop,15.1,False,0.0,,-7.0
2026-07-02_SPY_P_1345,2026-07-02,SPY,P,scout,45,False,False,True,741.0,1.21,1.22,trail,8.0,True,23.1,1.0,1.0
2026-07-02_SPY_P_1400,2026-07-02,SPY,P,scout,45,False,False,True,740.0,0.89,0.34,timestop,15.0,False,-1.1,,-55.0
